,Date,Tweet,sentiment_score
13940,2022-04-26,"$TSLA +0.5% to $1,003 pre-mkt.  Equities wavered (SPX -0.2%, NDX -0.1%) after China’s central bank pledged to support China’s Covid-ravaged economy with easier monetary policy. 10yrTY -3.2bp to 2.787%. Earnings focus today with $GOOG and $MSFT reporting after the close.",
13941,2022-04-26,"The $21B question:  Where will @elonmusk get the $21B equity cash needed to complete the $TWTR purchase?  Three options: 1/ equity investors (including public shareholders who want to roll); 2/ Selling down stakes in $TSLA or SpaceX; 3/ Other liquid assets - #BTC, Ethereum, cash https://t.co/zyA5H3ZX6F",
13942,2022-04-26,"Interesting comments by @nitin_gadkari at the @raisinadialogue on Tesla. Don’t get me wrong, I like @elonmusk I think he is the man our times need, especially with @spacex but I don’t think @Tesla is the solution we need.",
13943,2022-04-26,"Proactive braking before a speed sign. Somehow it only works there. You can see the car slowing down prior to reaching the 30 kph sign.
Limit at this point is still displayed as 50 kph, speed set to 55 kph.
@Tesla @elonmusk that's how it should be everywhere! https://t.co/jP9q9bh5mh",
13944,2022-04-26,"It happened! @elonmusk, has purchased $TWTR at $44 billion! Shares of $TWTR closed 5.66% higher yesterday, while $TSLA remained flat. @WellsFargo analyst Brian Fitzgerald reiterated a Hold rating on it but lifted the PT to $54.2 (4.84% upside potential). https://t.co/0g7aYSPrSC https://t.co/28nqzRYVbr",
13945,2022-04-26,"Bought more $TSLA today @ open for ~$979.

I always do my best to act with my future self in mind.

I have a great sense of urgency in my acquisition of $TSLA stock.

Tesla ~$1 Trillion will seem like a joke 10-15 years from now IMO.",
13946,2022-04-26,"GADKARI INVITES MUSK! 

“Elon Musk can sell Tesla in India, if he makes in India”

“Don’t want Elon to make in China, and sell in India”

“We have all the competencies for @Tesla to produce in India”

“Request @elonmusk to come, Make in India”

@nitin_gadkari says to @ShereenBhan",
13947,2022-04-26,".@nitin_gadkari to @elonmusk (about reducing duties on @Tesla
imports to India) -

You are welcome to manufacture in India. We have vendors, infra, ports (to export)...Indian market is huge.

But manufacturing in China and selling in India is not a great proposition for us. https://t.co/cmbLZxplLe",
13948,2022-04-26,#ElonQ $TWTR $TSLA $TSLAQ https://t.co/nXFeM3UcYx,
13949,2022-04-26,imagine how many $TSLA shares you will have if 20:1 happens? mind blowing! and that value gets 10x very soon after split.,
13950,2022-04-26,"Tesla Owners Silicon Valley just hit 400,000 followers. It’s been an incredible journey that started when I opened this account to find other owners in the Bay Area. And now it’s become a family and force doing amazing things. Love all the members and supporters @elonmusk @tesla https://t.co/1CdhaHKUsr",
13951,2022-04-26,"https://t.co/hAcVUJsIdh - Elon’s Twitter Takeover APPROVED: World Reacts, Babies Cry

NEW

$TSLA #Tesla #TSLA #TeslaStock #ElonMusk #TWTR $TWTR #Twitter #FundingSecured #FreeSpeech https://t.co/eLgKco6XbR",
13952,2022-04-26,"Market Recap:
https://t.co/ERN7cMtTzu
Elon Musk hijacks Twitter and disrupts the oligarchy, here are the winners and the losers + How long will the rebound last? + Earnings Reviews $KO $ATVI $WHR + Charts $SPY $QQQ $IWM $DXY $GLD $TLT $VIX $AAPL $TSLA $BTC $AMC https://t.co/w81e2oR4nQ",
13953,2022-04-26,20:1 getting real and realer $tsla,
13954,2022-04-26,"Congrats @elonmusk on the #TwitterTakeover. 

NOW can we please get @Tesla in India? Unrelated, but hey doesn’t hurt to ask! 😃 SVP",
13955,2022-04-26,"This is how Tesla stock split may play out if the documents that have been shared with the Tesla community are true, based on today's price:

Since IPO
Pre-split ➡️ $5000 per share

August 31, 2020
5:1 split ➡️ $1000 per share

Date TBD
20:1 split ➡️ $50 per share

$TSLA #Tesla",
13956,2022-04-26,Coming on BBC radio in England in a few minutes to talk about twitter tesla and musk. Good morning England. $twtr $tsla,
13957,2022-04-26,"$TWTR / $TSLA DD👨‍🚀
•
@elonmusk is $TWTR private at $54 a share this will keep the share price in the 48-53 range until the company goes private🔒
•
In the mean time you will likely hear analysts saying Elon won’t have time for $TSLA causing it to stall🚘
•
Flow @unusual_whales https://t.co/zqUhjE8i1T",
13958,2022-04-26,Tweeting in my @Tesla 🇺🇸,
13959,2022-04-26,A 20:1 $TSLA stock split may have been leaked. 👀 https://t.co/SpKUGVTqvR,
13960,2022-04-26,I’ll remind … never bet against Elon Musk. #tesla #spacex #twitter $tsla $twtr,
13961,2022-04-26,So I guess Tesla is doing a 20 for 1 stock split? Multiple people say they got this letter. $TSLA https://t.co/mCEKBmEEXp,
13962,2022-04-26,"$TSLA (Bonus Pick) RARE Blue Rain Drop

After a few days of indecision TSLA looking to make a major move this week

Calls &gt; 1006
Puts &lt;  981.50

❤️for MORE Special Picks https://t.co/t84NNc30Y3",
13963,2022-04-26,Performance Model 3 is the best value @Tesla money can buy. It’s just so capable on the road and on the track. It’s the perfect car. https://t.co/3QprJULpOZ,
13964,2022-04-26,"That the only person in the world that has a court mandated twitter-sitter - is allowed to buy Twitter - is pretty shocking.

$TWTR $TSLA $TSLAQ",
13965,2022-04-26,"Kinda fun to see twitter trending on twitter.

$TWTR $TSLA",
13966,2022-04-26,I’d cancel his order too. Why buy the fucking car if you have a problem with @Tesla ?? https://t.co/UOszvndolg,
13967,2022-04-26,"Cathie Wood's @ARKInvest sold more than 8,000 shares of $TSLA today",
